"StationName,CliftonSchool_1"
"Type,Network,Trunk,Device,Address,DeviceType,PointFolder,PointName,PointType,Value,Status"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,SetPoints,BldgStaticSP,control:NumericWritable,0.05 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,SetPoints,DACMWUSpt,control:NumericWritable,70.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,SetPoints,ExhRetFanCtrl,control:EnumWritable,BldgP(2) {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,SetPoints,MinDehumLCTSpt,control:NumericWritable,52.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,SetPoints,EffDATempSP,control:NumericPoint,55.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,SetPoints,DewpointSP,control:NumericWritable,50.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,SetPoints,CtrlTempScr,control:EnumWritable,Space {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,SetPoints,SupFanCtrl,control:EnumWritable,1ZnVAV {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,Monitor,ActiveFault,control:NumericPoint,0.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,Monitor,ActiveProblem,control:NumericPoint,0.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,Monitor,ActiveWarning,control:NumericPoint,0.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,Monitor,AlarmValue,control:NumericPoint,0.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,Monitor,UnitState,control:EnumPoint,FanOnly {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,Monitor,MWUStatus,control:EnumPoint,Inactive {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,Monitor,ClgStatus,control:EnumPoint,Enabled {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,Monitor,EconoStatus,control:EnumPoint,Enabled {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,Monitor,HtgStatus,control:EnumPoint,OffAmb {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,Monitor,EffectOccup,control:EnumPoint,Occ {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,Monitor,McQuayStatus,control:EnumPoint,Enabled {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,Monitor,ERWhlOnOff,control:EnumWritable,Off {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,Monitor,ClearAlarms,control:EnumWritable,No {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,Monitor,UseTstatSpts,control:EnumWritable,No {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,Monitor,DehumStatus,control:EnumPoint,Disable {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,Monitor,ApplicCmd,control:EnumWritable,Auto {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,Monitor,DemandShed,control:EnumWritable,Auto {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,Schedule,OccManCmd,control:EnumWritable,Occ {ok} @ 16,"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,Schedule,SetReset,kitControl:BqlExprComponent,false,{ok}"
"Point,BacnetNetwork,MstpTrunk1,RTU1_Cafe,,,Schedule,RTU1_OptStartStop,vykonPro:OptStartStop,N/A,"
"Device,BacnetNetwork,MstpTrunk1,RTU2_Gym,1000:16,device:100022 config,,,,,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,SpaceTemp,control:NumericPoint,71.27 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,SpaceCO2,control:NumericPoint,394.40 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,RATemp,control:NumericPoint,71.23 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,SpaceRH,control:NumericPoint,28.80 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,DischAirTemp,control:NumericPoint,67.66 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,OutdoorTemp,control:NumericPoint,56.93 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,DischLn1Temp,control:NumericPoint,81.58 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,SucnRefTemp,control:NumericPoint,82.15 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,RefSuctionP,control:NumericPoint,99.57 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,EFT_LCT,control:NumericPoint,64.79 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,BldgStatPress,control:NumericPoint,-0.01 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,ERWheelSpd,control:NumericPoint,0.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,ERLAT,control:NumericPoint,57.65 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,EREAT,control:NumericPoint,56.94 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,FanSpd,control:NumericPoint,59.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,EconCapacity,control:NumericPoint,15.19 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,HtgCapacity,control:NumericPoint,0.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,ClgCapacity,control:NumericPoint,0.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,SpaceDewPt,control:NumericPoint,37.52 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,RefDischP,control:NumericPoint,167.82 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,ExpValveProb,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,HiPress1Prb,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,ChargeLossPrb,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,LoPress1Prb,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,LoChargePrb,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,HiDLTempPrb,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,INVCompPrb,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,OAFanPrb,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,LoPressDiffPrb,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,ExhFanState,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,DirtyFilterSw,control:BooleanPoint,""true {alarm,unackedAlarm}"","
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,HiPress1Sw,control:BooleanPoint,true {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,AirFlwSw,control:BooleanPoint,true {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,Ret.ExhFanWrn,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,DuctHiLmtSw,control:BooleanPoint,true {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,EmergencyOffSw,control:BooleanPoint,true {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,ReheatCapacity,control:NumericPoint,0.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Inputs,OAFlow,control:NumericPoint,115.20 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,SetPoints,UnoccCoolSetpt,control:NumericWritable,85.00 {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,SetPoints,UnoccHeatSetpt,control:NumericWritable,65.00 {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,SetPoints,OccCoolSP,control:NumericWritable,76.00 {overridden} @ 8,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,SetPoints,OccHeatSP,control:NumericWritable,70.00 {overridden} @ 8,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,SetPoints,DAClgSetpt,control:NumericWritable,55.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,SetPoints,DefaultDATClgSetpt,control:NumericWritable,55.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,SetPoints,DefaultDATHtgSetpt,control:NumericWritable,120.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,SetPoints,DAHtgSetpt,control:NumericWritable,100.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,SetPoints,HumiditySP,control:NumericWritable,50.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,SetPoints,EmergOverride,control:EnumWritable,Normal {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,SetPoints,BldgStaticSP,control:NumericWritable,0.05 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,SetPoints,DACMWUSpt,control:NumericWritable,70.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,SetPoints,ExhRetFanCtrl,control:EnumWritable,BldgP(2) {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,SetPoints,MinDehumLCTSpt,control:NumericWritable,52.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,SetPoints,EffDATempSP,control:NumericPoint,54.99 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,SetPoints,DewpointSP,control:NumericWritable,50.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,SetPoints,CtrlTempScr,control:EnumWritable,Space {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,SetPoints,SupFanCtrl,control:EnumWritable,1ZnVAV {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Monitor,ActiveFault,control:NumericPoint,0.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Monitor,ActiveProblem,control:NumericPoint,0.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Monitor,ActiveWarning,control:NumericPoint,0.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Monitor,AlarmValue,control:NumericPoint,0.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Monitor,UnitState,control:EnumPoint,FanOnly {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Monitor,MWUStatus,control:EnumPoint,Inactive {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Monitor,ClgStatus,control:EnumPoint,Enabled {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Monitor,EconoStatus,control:EnumPoint,Enabled {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Monitor,HtgStatus,control:EnumPoint,Enabled {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Monitor,EffectOccup,control:EnumPoint,Occ {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Monitor,McQuayStatus,control:EnumPoint,Enabled {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Monitor,ERWhlOnOff,control:EnumWritable,Off {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Monitor,ClearAlarms,control:EnumWritable,No {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Monitor,DehumStatus,control:EnumPoint,Disable {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Monitor,UseTstatSpts,control:EnumWritable,No {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Monitor,ApplicCmd,control:EnumWritable,Auto {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Monitor,DemandShed,control:EnumWritable,Auto {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Schedule,OccManCmd,control:EnumWritable,Occ {ok} @ 16,"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Schedule,SetReset,kitControl:BqlExprComponent,false,{ok}"
"Point,BacnetNetwork,MstpTrunk1,RTU2_Gym,,,Schedule,RTU2_OptStartStop,vykonPro:OptStartStop,N/A,"
"Device,BacnetNetwork,MstpTrunk1,RTU3_Gym,1000:17,device:100023 config,,,,,"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,SpaceTemp,control:NumericPoint,71.35 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,SpaceCO2,control:NumericPoint,399.40 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,RATemp,control:NumericPoint,69.30 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,SpaceRH,control:NumericPoint,29.21 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,DischAirTemp,control:NumericPoint,67.23 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,OutdoorTemp,control:NumericPoint,57.28 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,DischLn1Temp,control:NumericPoint,79.64 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,SucnRefTemp,control:NumericPoint,79.09 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,RefSuctionP,control:NumericPoint,91.17 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,EFT_LCT,control:NumericPoint,61.57 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,BldgStatPress,control:NumericPoint,-0.01 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,ERWheelSpd,control:NumericPoint,0.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,ERLAT,control:NumericPoint,57.69 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,EREAT,control:NumericPoint,58.15 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,FanSpd,control:NumericPoint,60.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,EconCapacity,control:NumericPoint,15.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,HtgCapacity,control:NumericPoint,0.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,ClgCapacity,control:NumericPoint,0.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,SpaceDewPt,control:NumericPoint,35.68 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,RefDischP,control:NumericPoint,165.90 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,ExpValveProb,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,HiPress1Prb,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,ChargeLossPrb,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,LoPress1Prb,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,LoChargePrb,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,HiDLTempPrb,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,INVCompPrb,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,OAFanPrb,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,LoPressDiffPrb,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,ExhFanState,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,DirtyFilterSw,control:BooleanPoint,""true {alarm,unackedAlarm}"","
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,HiPress1Sw,control:BooleanPoint,true {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,AirFlwSw,control:BooleanPoint,true {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,Ret.ExhFanWrn,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,DuctHiLmtSw,control:BooleanPoint,true {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,EmergencyOffSw,control:BooleanPoint,true {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,ReheatCapacity,control:NumericPoint,0.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,Inputs,OAFlow,control:NumericPoint,636.01 {ok},"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,SetPoints,UnoccCoolSetpt,control:NumericWritable,85.00 {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,SetPoints,UnoccHeatSetpt,control:NumericWritable,65.00 {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,SetPoints,OccCoolSP,control:NumericWritable,72.00 {overridden} @ 8,"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,SetPoints,OccHeatSP,control:NumericWritable,68.00 {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,SetPoints,DAClgSetpt,control:NumericWritable,55.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,SetPoints,DefaultDATClgSetpt,control:NumericWritable,55.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,SetPoints,DefaultDATHtgSetpt,control:NumericWritable,120.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,SetPoints,DAHtgSetpt,control:NumericWritable,100.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,SetPoints,HumiditySP,control:NumericWritable,50.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,SetPoints,EmergOverride,control:EnumWritable,Normal {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,SetPoints,BldgStaticSP,control:NumericWritable,0.05 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,SetPoints,DACMWUSpt,control:NumericWritable,65.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,SetPoints,ExhRetFanCtrl,control:EnumWritable,BldgP(2) {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU3_Gym,,,SetPoints,MinDehumLCTSpt,control:NumericWritable,52.00 {ok} @ def,"
