"StationName,CliftonSchool_14"
"Type,Network,Trunk,Device,Address,DeviceType,PointFolder,PointName,PointType,Value,Status"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Outputs,SFMedSpdCmd,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Outputs,SFHiSpdCmd,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Outputs,VRVEnable,control:BooleanWritable,false {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Outputs,HWVlvSig,control:NumericWritable,0.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Outputs,Or,kitControl:Or,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Outputs,OaDmprCtrl,control:NumericWritable,0.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Overrides,Ov_SpaceTemp,control:NumericWritable,+inf {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Overrides,Ov_FanCmd,control:EnumWritable,Auto {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Setpoints,DaTempSP,control:NumericWritable,100.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Setpoints,MinDaTempSP,control:NumericWritable,72.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Setpoints,CO2LowLvlSP,control:NumericWritable,400.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Setpoints,CO2HiLvlSP,control:NumericWritable,1000.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Setpoints,OccClgSP,control:NumericWritable,74.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Setpoints,UnoccClgSP,control:NumericWritable,85.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Setpoints,OccHtgSP,control:NumericWritable,70.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Setpoints,UnoccHtgSP,control:NumericWritable,65.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Setpoints,OaClgEnableSP,control:NumericWritable,55.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Setpoints,OaHtgEnableSP,control:NumericWritable,60.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Setpoints,SpaceTempSP,control:NumericWritable,75.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Setpoints,FrzstatResetTimer,control:NumericWritable,120.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Setpoints,FrzstatCountAlmSp,control:NumericWritable,1.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Setpoints,FrzstatAlmReset,control:BooleanWritable,false {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Setpoints,EconMinPosSP,control:NumericWritable,10.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Setpoints,NormalOprFanSpdSp,control:EnumWritable,LoSpd {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Setpoints,VRVOprFanSpdSp,control:EnumWritable,HiSpd {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Setpoints,FrzstatLatchReset_OS,kitControl:OneShot,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Setpoints,FilterRuntimeRst,control:BooleanWritable,false {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Setpoints,FilterRuntimeReset_OS,kitControl:OneShot,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Setpoints,AllowEconOpr,control:BooleanWritable,false {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Setpoints,RandomStartDelay,control:NumericWritable,1.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Network,Schedule,control:BooleanWritable,false {ok} @ 16,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Network,OaTemp,control:NumericWritable,53.60 {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Network,HWSEnable,control:BooleanWritable,true {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Network,TextBlock,baja:WsTextBlock,N/A,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Network,OSS,control:BooleanWritable,false {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Network,SetReset,kitControl:BqlExprComponent,false,{ok}"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Network,OprModeShare,control:EnumPoint,Fan {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Network,OptStartStop,vykonPro:OptStartStop,N/A,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Monitoring,EffOcc,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Monitoring,EffSysEnable,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Monitoring,EffSpaceSp,control:NumericPoint,73.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Monitoring,FilterMaintenanceAlarm,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Monitoring,EffHeatSP,control:NumericPoint,65.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Monitoring,EffCoolSP,control:NumericPoint,85.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,Monitoring,FrzstatLatch,control:BooleanPoint,false {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,FTR,FTR_VlvCmd,control:BooleanWritable,true {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,EF,EFanSts,control:BooleanPoint,false {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM100_FTR_EF,,,EF,EFanCmd,control:BooleanWritable,false {ok} @ def,"
"Device,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,1000:02,device:100002 config,,,,,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Inputs,DaTemp,control:NumericPoint,74.02 {unackedAlarm} alarmInhibit,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Inputs,SpaceTemp,control:NumericPoint,70.97 {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Inputs,SpaceHumidity,control:NumericPoint,41.62 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Inputs,SpaceCO2,control:NumericPoint,406.00 {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Inputs,SupplyFanSts,control:BooleanPoint,false {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Inputs,FrzStat,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Inputs,CFSAlm,control:BooleanPoint,false {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Inputs,GpsSts,control:BooleanPoint,true {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Inputs,HighAlmSp,kitControl:NumericSwitch,85.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Inputs,Add,kitControl:Add,88.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Inputs,Subtract,kitControl:Subtract,62.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Inputs,SpaceTempAlmEnabOfst,control:NumericWritable,3.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Inputs,SpaceTempAlmDsblDb,control:NumericWritable,2.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Inputs,LowAlmSp,kitControl:NumericSwitch,65.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Inputs,Not,kitControl:Not,true {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Inputs,DaTempHiAlmSp,control:NumericWritable,100.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Inputs,DaTempLoAlmSp,control:NumericWritable,45.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Inputs,DaTempAlmDsblDb,control:NumericWritable,3.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Inputs,DxCallForFan,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Outputs,SFLowSpdCmd,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Outputs,SFMedSpdCmd,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Outputs,SFHiSpdCmd,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Outputs,VRVEnable,control:BooleanWritable,false {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Outputs,HWVlvSig,control:NumericWritable,0.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Outputs,Or,kitControl:Or,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Outputs,OaDmprCtrl,control:NumericWritable,0.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Overrides,Ov_SpaceTemp,control:NumericWritable,+inf {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Overrides,Ov_FanCmd,control:EnumWritable,Auto {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Setpoints,DaTempSP,control:NumericWritable,100.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Setpoints,MinDaTempSP,control:NumericWritable,72.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Setpoints,CO2LowLvlSP,control:NumericWritable,400.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Setpoints,CO2HiLvlSP,control:NumericWritable,1000.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Setpoints,OccClgSP,control:NumericWritable,74.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Setpoints,UnoccClgSP,control:NumericWritable,85.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Setpoints,OccHtgSP,control:NumericWritable,70.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Setpoints,UnoccHtgSP,control:NumericWritable,65.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Setpoints,OaClgEnableSP,control:NumericWritable,55.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Setpoints,OaHtgEnableSP,control:NumericWritable,60.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Setpoints,SpaceTempSP,control:NumericWritable,75.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Setpoints,FrzstatResetTimer,control:NumericWritable,120.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Setpoints,FrzstatCountAlmSp,control:NumericWritable,1.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Setpoints,FrzstatAlmReset,control:BooleanWritable,false {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Setpoints,EconMinPosSP,control:NumericWritable,10.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Setpoints,NormalOprFanSpdSp,control:EnumWritable,LoSpd {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Setpoints,VRVOprFanSpdSp,control:EnumWritable,HiSpd {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Setpoints,FrzstatLatchReset_OS,kitControl:OneShot,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Setpoints,FilterRuntimeRst,control:BooleanWritable,false {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Setpoints,FilterRuntimeReset_OS,kitControl:OneShot,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Setpoints,AllowEconOpr,control:BooleanWritable,false {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Setpoints,RandomStartDelay,control:NumericWritable,1.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Network,Schedule,control:BooleanWritable,false {ok} @ 16,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Network,OaTemp,control:NumericWritable,53.60 {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Network,HWSEnable,control:BooleanWritable,true {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Network,TextBlock,baja:WsTextBlock,N/A,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Network,OSS,control:BooleanWritable,false {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Network,SetReset,kitControl:BqlExprComponent,false,{ok}"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Network,OprModeShare,control:EnumPoint,Fan {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Network,OptStartStop,vykonPro:OptStartStop,N/A,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Monitoring,EffOcc,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Monitoring,EffSysEnable,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Monitoring,EffSpaceSp,control:NumericPoint,73.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Monitoring,FilterMaintenanceAlarm,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Monitoring,EffHeatSP,control:NumericPoint,65.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Monitoring,EffCoolSP,control:NumericPoint,85.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,Monitoring,FrzstatLatch,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,FTR,FTR_VlvCmd,control:BooleanWritable,true {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,EF,EFanSts,control:BooleanPoint,false {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM101_FTR_EF,,,EF,EFanCmd,control:BooleanWritable,false {ok} @ def,"
"Device,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,1000:04,device:100004 config,,,,,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Inputs,DaTemp,control:NumericPoint,74.36 {unackedAlarm} alarmInhibit,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Inputs,SpaceTemp,control:NumericPoint,72.69 {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Inputs,SpaceHumidity,control:NumericPoint,36.26 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Inputs,SpaceCO2,control:NumericPoint,404.00 {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Inputs,SupplyFanSts,control:BooleanPoint,false {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Inputs,FrzStat,control:BooleanPoint,false {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Inputs,CFSAlm,control:BooleanPoint,false {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Inputs,GpsSts,control:BooleanPoint,true {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Inputs,HighAlmSp,kitControl:NumericSwitch,85.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Inputs,Add,kitControl:Add,88.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Inputs,Subtract,kitControl:Subtract,52.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Inputs,SpaceTempAlmEnabOfst,control:NumericWritable,3.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Inputs,SpaceTempAlmDsblDb,control:NumericWritable,2.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Inputs,LowAlmSp,kitControl:NumericSwitch,55.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Inputs,Not,kitControl:Not,true {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Inputs,DaTempHiAlmSp,control:NumericWritable,100.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Inputs,DaTempLoAlmSp,control:NumericWritable,45.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Inputs,DaTempAlmDsblDb,control:NumericWritable,3.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Inputs,DxCallForFan,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Outputs,SFLowSpdCmd,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Outputs,SFMedSpdCmd,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Outputs,SFHiSpdCmd,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Outputs,VRVEnable,control:BooleanWritable,false {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Outputs,HWVlvSig,control:NumericWritable,0.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Outputs,Or,kitControl:Or,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Outputs,OaDmprCtrl,control:NumericWritable,0.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Overrides,Ov_SpaceTemp,control:NumericWritable,+inf {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Overrides,Ov_FanCmd,control:EnumWritable,Auto {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Setpoints,DaTempSP,control:NumericWritable,100.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Setpoints,MinDaTempSP,control:NumericWritable,72.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Setpoints,CO2LowLvlSP,control:NumericWritable,400.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Setpoints,CO2HiLvlSP,control:NumericWritable,1000.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Setpoints,OccClgSP,control:NumericWritable,74.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Setpoints,UnoccClgSP,control:NumericWritable,85.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Setpoints,OccHtgSP,control:NumericWritable,68.00 {overridden} @ 8,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Setpoints,UnoccHtgSP,control:NumericWritable,55.00 {overridden} @ 8,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Setpoints,OaClgEnableSP,control:NumericWritable,55.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Setpoints,OaHtgEnableSP,control:NumericWritable,60.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Setpoints,SpaceTempSP,control:NumericWritable,75.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Setpoints,FrzstatResetTimer,control:NumericWritable,120.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Setpoints,FrzstatCountAlmSp,control:NumericWritable,1.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Setpoints,FrzstatAlmReset,control:BooleanWritable,false {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Setpoints,EconMinPosSP,control:NumericWritable,10.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Setpoints,NormalOprFanSpdSp,control:EnumWritable,LoSpd {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Setpoints,VRVOprFanSpdSp,control:EnumWritable,HiSpd {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Setpoints,FrzstatLatchReset_OS,kitControl:OneShot,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Setpoints,FilterRuntimeRst,control:BooleanWritable,false {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Setpoints,FilterRuntimeReset_OS,kitControl:OneShot,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Setpoints,AllowEconOpr,control:BooleanWritable,false {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_RM102_FTR_EF,,,Setpoints,RandomStartDelay,control:NumericWritable,1.00 {ok} @ def,"
