"StationName,CliftonSchool_9"
"Type,Network,Trunk,Device,Address,DeviceType,PointFolder,PointName,PointType,Value,Status"
"Point,BacnetNetwork,MstpTrunk2,UV_RM100,,,Setpoints,NormalOprFanSpdSp,control:EnumWritable,LoSpd {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM100,,,Setpoints,VRVOprFanSpdSp,control:EnumWritable,HiSpd {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM100,,,Setpoints,FrzstatLatchReset_OS,kitControl:OneShot,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM100,,,Setpoints,FilterRuntimeRst,control:BooleanWritable,false {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM100,,,Setpoints,FilterRuntimeReset_OS,kitControl:OneShot,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM100,,,Setpoints,AllowEconOpr,control:BooleanWritable,false {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM100,,,Setpoints,RandomStartDelay,control:NumericWritable,0.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM100,,,Network,Schedule,control:BooleanWritable,false {ok} @ 16,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM100,,,Network,OaTemp,control:NumericWritable,60.37 {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM100,,,Network,HWSEnable,control:BooleanWritable,true {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM100,,,Network,TextBlock,baja:WsTextBlock,N/A,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM100,,,Network,OSS,control:BooleanWritable,false {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM100,,,Network,SetReset,kitControl:BqlExprComponent,false,{ok}"
"Point,BacnetNetwork,MstpTrunk2,UV_RM100,,,Network,OprModeShare,control:EnumPoint,Fan {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM100,,,Network,OptStartStop,vykonPro:OptStartStop,N/A,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM100,,,Monitoring,EffOcc,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM100,,,Monitoring,EffSysEnable,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM100,,,Monitoring,EffSpaceSp,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM100,,,Monitoring,FilterMaintenanceAlarm,control:BooleanPoint,false {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM100,,,Monitoring,EffHeatSP,control:NumericPoint,65.00 {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM100,,,Monitoring,EffCoolSP,control:NumericPoint,85.00 {ok},"
"Device,BacnetNetwork,MstpTrunk2,UV_RM101,2000:03,device:200003 config,,,,,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Inputs,DaTemp,control:NumericPoint,79.40 {unackedAlarm} alarmInhibit,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Inputs,SpaceTemp,control:NumericPoint,76.95 {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Inputs,SpaceHumidity,control:NumericPoint,29.47 {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Inputs,SpaceCO2,control:NumericPoint,411.00 {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Inputs,SupplyFanSts,control:BooleanPoint,false {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Inputs,CFSAlm,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Inputs,GpsSts,control:BooleanPoint,true {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Inputs,HighAlmSp,kitControl:NumericSwitch,85.00 {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Inputs,Add,kitControl:Add,88.00 {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Inputs,Subtract,kitControl:Subtract,62.00 {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Inputs,SpaceTempAlmEnabOfst,control:NumericWritable,3.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Inputs,SpaceTempAlmDsblDb,control:NumericWritable,2.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Inputs,LowAlmSp,kitControl:NumericSwitch,65.00 {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Inputs,Not,kitControl:Not,true {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Inputs,DaTempHiAlmSp,control:NumericWritable,100.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Inputs,DaTempLoAlmSp,control:NumericWritable,45.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Inputs,DaTempAlmDsblDb,control:NumericWritable,3.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Inputs,DxCallForFan,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Outputs,SFLowSpdCmd,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Outputs,SFMedSpdCmd,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Outputs,SFHiSpdCmd,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Outputs,VRVEnable,control:BooleanWritable,false {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Outputs,SteamVlvSig,control:NumericWritable,0.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Outputs,OaDmprCtrl,control:NumericWritable,0.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Outputs,Or,kitControl:Or,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Overrides,Ov_SpaceTemp,control:NumericWritable,+inf {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Overrides,Ov_FanCmd,control:EnumWritable,Auto {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Setpoints,DaTempSP,control:NumericWritable,85.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Setpoints,MinDaTempSP,control:NumericWritable,60.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Setpoints,CO2LowLvlSP,control:NumericWritable,400.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Setpoints,CO2HiLvlSP,control:NumericWritable,1000.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Setpoints,OccClgSP,control:NumericWritable,72.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Setpoints,UnoccClgSP,control:NumericWritable,85.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Setpoints,OccHtgSP,control:NumericWritable,70.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Setpoints,UnoccHtgSP,control:NumericWritable,65.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Setpoints,OaClgEnableSP,control:NumericWritable,55.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Setpoints,OaHtgEnableSP,control:NumericWritable,60.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Setpoints,SpaceTempSP,control:NumericWritable,nan {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Setpoints,EconMinPosSP,control:NumericWritable,0.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Setpoints,NormalOprFanSpdSp,control:EnumWritable,LoSpd {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Setpoints,VRVOprFanSpdSp,control:EnumWritable,HiSpd {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Setpoints,FrzstatLatchReset_OS,kitControl:OneShot,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Setpoints,FilterRuntimeRst,control:BooleanWritable,false {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Setpoints,FilterRuntimeReset_OS,kitControl:OneShot,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Setpoints,AllowEconOpr,control:BooleanWritable,false {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Setpoints,RandomStartDelay,control:NumericWritable,0.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Network,OaTemp,control:NumericWritable,60.37 {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Network,HWSEnable,control:BooleanWritable,true {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Network,TextBlock,baja:WsTextBlock,N/A,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Network,OSS,control:BooleanWritable,false {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Network,SetReset,kitControl:BqlExprComponent,false,{ok}"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Network,OprModeShare,control:EnumPoint,Fan {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Network,OptStartStop,vykonPro:OptStartStop,N/A,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Network,Schedule,control:BooleanWritable,false {ok} @ 16,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Monitoring,EffOcc,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Monitoring,EffSysEnable,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Monitoring,EffSpaceSp,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Monitoring,FilterMaintenanceAlarm,control:BooleanPoint,false {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Monitoring,EffHeatSP,control:NumericPoint,65.00 {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM101,,,Monitoring,EffCoolSP,control:NumericPoint,85.00 {ok},"
"Device,BacnetNetwork,MstpTrunk2,UV_RM102,2000:05,device:200005 config,,,,,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Inputs,DaTemp,control:NumericPoint,79.42 {unackedAlarm} alarmInhibit,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Inputs,SpaceTemp,control:NumericPoint,75.97 {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Inputs,SpaceHumidity,control:NumericPoint,35.62 {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Inputs,SpaceCO2,control:NumericPoint,434.00 {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Inputs,SupplyFanSts,control:BooleanPoint,false {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Inputs,CFSAlm,control:BooleanPoint,false {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Inputs,GpsSts,control:BooleanPoint,true {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Inputs,HighAlmSp,kitControl:NumericSwitch,85.00 {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Inputs,Add,kitControl:Add,88.00 {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Inputs,Subtract,kitControl:Subtract,62.00 {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Inputs,SpaceTempAlmEnabOfst,control:NumericWritable,3.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Inputs,SpaceTempAlmDsblDb,control:NumericWritable,2.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Inputs,LowAlmSp,kitControl:NumericSwitch,65.00 {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Inputs,Not,kitControl:Not,true {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Inputs,DaTempHiAlmSp,control:NumericWritable,100.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Inputs,DaTempLoAlmSp,control:NumericWritable,45.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Inputs,DaTempAlmDsblDb,control:NumericWritable,3.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Inputs,DxCallForFan,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Outputs,SFLowSpdCmd,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Outputs,SFMedSpdCmd,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Outputs,SFHiSpdCmd,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Outputs,VRVEnable,control:BooleanWritable,false {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Outputs,SteamVlvSig,control:NumericWritable,0.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Outputs,OaDmprCtrl,control:NumericWritable,0.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Outputs,Or,kitControl:Or,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Overrides,Ov_SpaceTemp,control:NumericWritable,+inf {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Overrides,Ov_FanCmd,control:EnumWritable,Auto {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Setpoints,DaTempSP,control:NumericWritable,85.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Setpoints,MinDaTempSP,control:NumericWritable,60.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Setpoints,CO2LowLvlSP,control:NumericWritable,400.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Setpoints,CO2HiLvlSP,control:NumericWritable,1000.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Setpoints,OccClgSP,control:NumericWritable,72.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Setpoints,UnoccClgSP,control:NumericWritable,85.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Setpoints,OccHtgSP,control:NumericWritable,70.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Setpoints,UnoccHtgSP,control:NumericWritable,65.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Setpoints,OaClgEnableSP,control:NumericWritable,55.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Setpoints,OaHtgEnableSP,control:NumericWritable,60.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Setpoints,SpaceTempSP,control:NumericWritable,nan {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Setpoints,EconMinPosSP,control:NumericWritable,0.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Setpoints,NormalOprFanSpdSp,control:EnumWritable,LoSpd {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Setpoints,VRVOprFanSpdSp,control:EnumWritable,HiSpd {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Setpoints,FrzstatLatchReset_OS,kitControl:OneShot,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Setpoints,FilterRuntimeRst,control:BooleanWritable,false {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Setpoints,FilterRuntimeReset_OS,kitControl:OneShot,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Setpoints,AllowEconOpr,control:BooleanWritable,false {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Setpoints,RandomStartDelay,control:NumericWritable,0.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Network,Schedule,control:BooleanWritable,false {ok} @ 16,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Network,OaTemp,control:NumericWritable,60.37 {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Network,HWSEnable,control:BooleanWritable,true {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Network,TextBlock,baja:WsTextBlock,N/A,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Network,OSS,control:BooleanWritable,false {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Network,SetReset,kitControl:BqlExprComponent,false,{ok}"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Network,OprModeShare,control:EnumPoint,Fan {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Network,OptStartStop,vykonPro:OptStartStop,N/A,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Monitoring,EffOcc,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Monitoring,EffSysEnable,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Monitoring,EffSpaceSp,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Monitoring,FilterMaintenanceAlarm,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Monitoring,EffHeatSP,control:NumericPoint,65.00 {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM102,,,Monitoring,EffCoolSP,control:NumericPoint,85.00 {ok},"
"Device,BacnetNetwork,MstpTrunk2,UV_RM103,2000:02,device:200002 config,,,,,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Inputs,DaTemp,control:NumericPoint,81.49 {unackedAlarm} alarmInhibit,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Inputs,SpaceTemp,control:NumericPoint,78.07 {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Inputs,SpaceHumidity,control:NumericPoint,30.86 {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Inputs,SpaceCO2,control:NumericPoint,510.00 {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Inputs,SupplyFanSts,control:BooleanPoint,false {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Inputs,CFSAlm,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Inputs,GpsSts,control:BooleanPoint,true {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Inputs,HighAlmSp,kitControl:NumericSwitch,85.00 {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Inputs,Add,kitControl:Add,88.00 {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Inputs,Subtract,kitControl:Subtract,62.00 {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Inputs,SpaceTempAlmEnabOfst,control:NumericWritable,3.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Inputs,SpaceTempAlmDsblDb,control:NumericWritable,2.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Inputs,LowAlmSp,kitControl:NumericSwitch,65.00 {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Inputs,Not,kitControl:Not,true {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Inputs,DaTempHiAlmSp,control:NumericWritable,100.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Inputs,DaTempLoAlmSp,control:NumericWritable,45.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Inputs,DaTempAlmDsblDb,control:NumericWritable,3.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Inputs,DxCallForFan,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Outputs,SFLowSpdCmd,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Outputs,SFMedSpdCmd,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Outputs,SFHiSpdCmd,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Outputs,VRVEnable,control:BooleanWritable,false {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Outputs,SteamVlvSig,control:NumericWritable,0.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Outputs,OaDmprCtrl,control:NumericWritable,0.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Outputs,Or,kitControl:Or,false {ok},"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Overrides,Ov_SpaceTemp,control:NumericWritable,+inf {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk2,UV_RM103,,,Overrides,Ov_FanCmd,control:EnumWritable,Auto {ok} @ def,"
