"StationName,Clifton_BOE_Schools17",,,,,,,,
"Type,Network,Trunk,Device,Address,DeviceType,PointFolder,PointName,PointType,Value,Status",,,,,,,,
"Device,BacnetNetwork,,HWP_1_VFD,1900:7c,bacnet:BacnetDevice,,,,,",,,,,,,,
"Point,BacnetNetwork,,HWP_2_VFD,,,ALARM","ACT,BooleanCov,history:BooleanCovHistoryExt,N/A,{ok}",,,,,,,
"Point,BacnetNetwork,,HWP_2_VFD,,,SPEED","SIGNAL,Proxy","Ext,bacnet:BacnetNumericProxyExt,99.80,{down}",,,,,,
"Point,BacnetNetwork,,HWP_2_VFD,,,SPEED","SIGNAL,NumericInterval,history:NumericIntervalHistoryExt,N/A,{ok}",,,,,,,
"Point,BacnetNetwork,,HWP_2_VFD,,,OUTPUT","SPEED,Proxy","Ext,bacnet:BacnetNumericProxyExt,0.00,{down}",,,,,,
"Point,BacnetNetwork,,HWP_2_VFD,,,OUTPUT","SPEED,NumericInterval,history:NumericIntervalHistoryExt,N/A,{ok}",,,,,,,
"Point,BacnetNetwork,,HWP_2_VFD,,,OUTPUT","FREQ,Proxy","Ext,bacnet:BacnetNumericProxyExt,0.00,{down}",,,,,,
"Point,BacnetNetwork,,HWP_2_VFD,,,OUTPUT","FREQ,NumericInterval,history:NumericIntervalHistoryExt,N/A,{ok}",,,,,,,
"Point,BacnetNetwork,,HWP_2_VFD,,,OUTPUT","VOLT,Proxy","Ext,bacnet:BacnetNumericProxyExt,0.00,""{down,stale}""",,,,,,
"Point,BacnetNetwork,,HWP_2_VFD,,,CURRENT,Proxy","Ext,bacnet:BacnetNumericProxyExt,0.00,""{fault,down}""",,,,,,,
"Point,BacnetNetwork,,HWP_2_VFD,,,CURRENT,NumericInterval,history:NumericIntervalHistoryExt,N/A,{ok}",,,,,,,,
"Point,BacnetNetwork,,HWP_2_VFD,,,TORQUE,Proxy","Ext,bacnet:BacnetNumericProxyExt,0.00,""{down,stale}""",,,,,,,
"Point,BacnetNetwork,,HWP_2_VFD,,,POWER,Proxy","Ext,bacnet:BacnetNumericProxyExt,0.00,""{down,stale}""",,,,,,,
"Point,BacnetNetwork,,HWP_2_VFD,,,KWH","(R),Proxy","Ext,bacnet:BacnetNumericProxyExt,23498.00,""{fault,down}""",,,,,,
"Point,BacnetNetwork,,HWP_2_VFD,,,KWH","(R),NumericInterval,history:NumericIntervalHistoryExt,N/A,{ok}",,,,,,,
"Point,BacnetNetwork,,HWP_2_VFD,,,RUN",TIME,"(R),Proxy","Ext,bacnet:BacnetNumericProxyExt,8640.00,""{fault,down}""",,,,,
"Point,BacnetNetwork,,HWP_2_VFD,,,RUN",TIME,"(R),NumericInterval,history:NumericIntervalHistoryExt,N/A,{ok}",,,,,,
"Device,BacnetNetwork,,HWS,1800:58,honeywellBacnetSpyder:BacnetSpyder,,,,,",,,,,,,,
"Point,BacnetNetwork,,HWS,,,Inputs,Boiler_1_Sts,control:BooleanPoint,true","{ok},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Inputs,Boiler_2_Sts,control:BooleanPoint,true","{ok},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Inputs,Boiler_3_Sts,control:BooleanPoint,false","{ok},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Inputs,Boiler_4_Sts,control:BooleanPoint,false","{ok},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Inputs,Boiler_Alm,control:BooleanPoint,""true","{alarm,unackedAlarm}"",",,,,,,,
"Point,BacnetNetwork,,HWS,,,Inputs,HW_Pump_1_Sts,control:BooleanPoint,false","{ok},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Inputs,HW_Pump_2_Sts,control:BooleanPoint,false","{ok},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Inputs,ManualOv_Switch,control:BooleanPoint,false","{ok},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Inputs,HW_Rtn_Temp,control:NumericPoint,70.69","{ok},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Inputs,HW_Sply_Temp,control:NumericPoint,66.66","{ok},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Inputs,MER_Temp,control:NumericPoint,66.70","{ok},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Inputs,OA_Hum,control:NumericPoint,56.97","{ok},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Inputs,OA_Temp,control:NumericPoint,59.55","{ok},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Inputs,HWS_DIFF_PRESS,control:NumericPoint,-6.22","{ok},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Inputs_Ov,Boiler_1_Sts_Ov,control:EnumWritable,0",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Inputs_Ov,Boiler_2_Sts_Ov,control:EnumWritable,0",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Inputs_Ov,Boiler_3_Sts_Ov,control:EnumWritable,0",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Inputs_Ov,Boiler_4_Sts_Ov,control:EnumWritable,0",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Inputs_Ov,Boiler_Alm_Ov,control:EnumWritable,0",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Inputs_Ov,HW_Pump_1_Sts_Ov,control:EnumWritable,0",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Inputs_Ov,HW_Pump_2_Sts_Ov,control:EnumWritable,0",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Inputs_Ov,ManualOv_Switch_Ov,control:EnumWritable,0",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Inputs_Ov,HW_Rtn_Temp_Ov,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Inputs_Ov,HW_Sply_Temp_Ov,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Inputs_Ov,MER_Temp_Ov,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Inputs_Ov,OA_Hum_Ov,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Inputs_Ov,OA_Temp_Ov,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Inputs_Ov,HW_DIFF_PRESS_Ov,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Outputs,Boiler_Enable,control:BooleanWritable,false",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Outputs,EF2_Cmd,control:BooleanWritable,true",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Outputs,HW_Pump_1_Cmd,control:BooleanWritable,true",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Outputs,HW_Pump_2_Cmd,control:BooleanWritable,true",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Outputs,UH2_Enable,control:BooleanWritable,true",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Outputs,PUMP1_SPD,control:NumericWritable,100.00",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Outputs,PUMP2_SPD,control:NumericWritable,100.00",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,Powerup_Dis_Dly,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,Pump_Disable_Delay,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,OA_Temp_Occ_HWS_Enable_SP,control:NumericWritable,55.00",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,HW_SP_At_Low_OA,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,HW_SP_High_OA_Temp,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,HW_SP_At_High_OA,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,Blr_Enbl_Dly_S,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,Boiler_Warmup_Enable_OAT_SP,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,Pump_Fail_Dly,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,Lead_Change_RunHrs_SP,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,OA_Temp_Unocc_HWS_Enable_SP,control:NumericWritable,55.00",{ok},@,"10,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,UH_Spc_Temp_SP,control:NumericWritable,70.00",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,UH_Unocc_Htg_SP,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,HW_SP_Low_OA_Temp,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,MER_Temp_Alm_Dly,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,HWS_Temp_Alm_Offset,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,DIFF_PRESS_SP,control:NumericWritable,8.00",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,PUMP_SPD_MIN_SP,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,Runhr_P1_2_Lead_Sel_Disable,control:BooleanWritable,false",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,Pump1_2_ManLeadChng,control:BooleanWritable,false",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,Manual_Shutdown,control:BooleanWritable,true",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,EF2_Manual_Shutdown,control:BooleanWritable,true",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,UH_Enable,control:BooleanWritable,false",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,Pump1_Rnhr_Reset,control:BooleanWritable,false",{stale},@,"10,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,Pump2_Rnhr_Reset,control:BooleanWritable,false",{stale},@,"10,",,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,Pmp1_Rnhr_Reset,kitControl:OneShot,false","{ok},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,Pmp2_Rnhr_Reset,kitControl:OneShot,false","{ok},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Setpoints,Note,baja:WsTextBlock,N/A,",,,,,,,,
"Point,BacnetNetwork,,HWS,,,Monitoring,Pump1_Runhours,control:NumericPoint,0.00","{ok},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Monitoring,Pump2_Runhours,control:NumericPoint,0.00","{ok},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Monitoring,UH_Eff_Heat_SP,control:NumericPoint,70.00","{ok},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Monitoring,Boiler_SP,control:NumericPoint,122.89","{ok},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Monitoring,Eff_System_Enable,control:BooleanPoint,false","{ok},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Monitoring,Eff_Pump_Enable,control:BooleanPoint,false","{ok},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Monitoring,Eff_Occupancy_Sts,control:BooleanPoint,true","{ok},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Monitoring,Pump1_RntimeExdAlm,control:BooleanPoint,false","{unackedAlarm},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Monitoring,Pump2_RntimeExdAlm,control:BooleanPoint,false","{unackedAlarm},",,,,,,,
"Point,BacnetNetwork,,HWS,,,Monitoring,Pump1_FailAlm,control:BooleanPoint,""true","{alarm,unackedAlarm}"",",,,,,,,
"Point,BacnetNetwork,,HWS,,,Monitoring,Pump2_FailAlm,control:BooleanPoint,""true","{alarm,unackedAlarm}"",",,,,,,,
"Point,BacnetNetwork,,HWS,,,Monitoring,MER_Lo_Temp_Alm,control:BooleanPoint,""true","{alarm,unackedAlarm}"",",,,,,,,
"Point,BacnetNetwork,,HWS,,,Monitoring,HWST_Lo_Temp_Alm,control:BooleanPoint,false",{ok},"alarmInhibit,",,,,,,
"Point,BacnetNetwork,,HWS,,,Monitoring,HWST_Hi_Temp_Alm,control:BooleanPoint,false",{ok},"alarmInhibit,",,,,,,
"Point,BacnetNetwork,,HWS,,,Network_Points,Unocc_Htg_Call,control:BooleanWritable,false",{ok},@,"10,",,,,,
"Point,BacnetNetwork,,HWS,,,Network_Points,Morning_Warmup,control:BooleanWritable,false",{ok},@,"10,",,,,,
"Point,BacnetNetwork,,HWS,,,Network_Points,Boiler_Morning_Warmup_Schedule,control:BooleanWritable,false",{ok},@,"10,",,,,,
"Point,BacnetNetwork,,HWS,,,Network_Points,Webschedule,control:BooleanWritable,true",{ok},@,"10,",,,,,
"Device,BacnetNetwork,,MAU,1800:52,honeywellBacnetSpyder:BacnetSpyder,,,,,",,,,,,,,
"Point,BacnetNetwork,,MAU,,,Inputs,FAN_STS,control:BooleanPoint,false","{ok},",,,,,,,
"Point,BacnetNetwork,,MAU,,,Inputs,DA_TEMP,control:NumericPoint,62.11","{ok},",,,,,,,
"Point,BacnetNetwork,,MAU,,,Inputs,KITCHHOOD_Sts,control:BooleanPoint,true","{ok},",,,,,,,
"Point,BacnetNetwork,,MAU,,,Outputs,FIRING_RATE,control:NumericWritable,0.00",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,MAU,,,Outputs,BURNER_ENBL,control:BooleanWritable,false",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,MAU,,,Outputs,FAN_CMD,control:BooleanWritable,true",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,MAU,,,Input_Overrides,DA_TEMP_OV,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,MAU,,,Input_Overrides,FAN_STS_OV,control:EnumWritable,0",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,MAU,,,Input_Overrides,KITCHHOOD_STS_OV,control:EnumWritable,0",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,MAU,,,Setpoints,BURNER_MIN_OFF_TD,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,MAU,,,Setpoints,BURNER_MIN_ON_TD,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,MAU,,,Setpoints,BURNER_OFF_VALUE,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,MAU,,,Setpoints,BURNER_ON_VALUE,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,MAU,,,Setpoints,DA_TEMP_SP,control:NumericWritable,72.00",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,MAU,,,Setpoints,FAN_MAN_SHUTDOWN,control:BooleanWritable,false",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,MAU,,,Setpoints,FAN_ALM_TD,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,MAU,,,PID,DAT_PID_TI_S,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,MAU,,,PID,DAT_PID_TR_S,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,MAU,,,Monitoring,FAN_FAIL_ALM,control:BooleanPoint,""true","{alarm,unackedAlarm}"",",,,,,,,
"Device,BacnetNetwork,,RTU_1,1800:40,honeywellBacnetSpyder:BacnetSpyder,,,,,",,,,,,,,
"Point,BacnetNetwork,,RTU_1,,,Inputs,Space_Temp,control:NumericPoint,67.92","{ok},",,,,,,,
"Point,BacnetNetwork,,RTU_1,,,Inputs,RA_Temp,control:NumericPoint,69.58","{ok},",,,,,,,
"Point,BacnetNetwork,,RTU_1,,,Inputs,DA_Temp,control:NumericPoint,68.78","{ok},",,,,,,,
"Point,BacnetNetwork,,RTU_1,,,Inputs,SFan_Sts,control:BooleanPoint,true","{ok},",,,,,,,
"Point,BacnetNetwork,,RTU_1,,,Inputs,Frz_Stat,control:BooleanPoint,false","{ok},",,,,,,,
"Point,BacnetNetwork,,RTU_1,,,Inputs,Filt_Sts,control:BooleanPoint,""true","{alarm,unackedAlarm}"",",,,,,,,
"Point,BacnetNetwork,,RTU_1,,,Inputs,RA_Hum,control:NumericPoint,33.38","{ok},",,,,,,,
"Point,BacnetNetwork,,RTU_1,,,Inputs,RA_Co2,control:NumericPoint,590.74","{ok},",,,,,,,
"Point,BacnetNetwork,,RTU_1,,,Inputs,RFan_Sts,control:BooleanPoint,false","{ok},",,,,,,,
"Point,BacnetNetwork,,RTU_1,,,Inputs,SA_Smk_Det,control:BooleanPoint,false","{unackedAlarm},",,,,,,,
"Point,BacnetNetwork,,RTU_1,,,Inputs,Space_Co2,control:NumericPoint,561.00","{ok},",,,,,,,
"Point,BacnetNetwork,,RTU_1,,,Inputs,Space_Hum,control:NumericPoint,36.60","{ok},",,,,,,,
"Point,BacnetNetwork,,RTU_1,,,Inputs,MA_Temp,control:NumericPoint,66.24","{ok},",,,,,,,
"Point,BacnetNetwork,,RTU_1,,,Input_Ov,RATemp_Ov,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Input_Ov,DATemp_Ov,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Input_Ov,SpaceTemp_Ov,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Input_Ov,SFan_Sts_Ov,control:EnumWritable,0",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Input_Ov,Frz_Stat_Ov,control:EnumWritable,0",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Input_Ov,RA_Co2,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Input_Ov,RA_Hum_Ov,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Input_Ov,Filt_Sts_Ov,control:EnumWritable,0",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Input_Ov,RFan_Sts_Ov,control:EnumWritable,0",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Input_Ov,SA_Smk_Det_Ov,control:EnumWritable,0",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Input_Ov,MA_Temp_Ov,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Input_Ov,Space_Co2_Ov,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Input_Ov,Space_Hum_Ov,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Outputs,SFan_Cmd,control:BooleanWritable,true",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Outputs,DX1_Cmd,control:BooleanWritable,false",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Outputs,DX2_Cmd,control:BooleanWritable,false",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Outputs,DX3_Cmd,control:BooleanWritable,false",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Outputs,DX4_Cmd,control:BooleanWritable,false",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Outputs,RH_Ena,control:BooleanWritable,false",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Outputs,HW_Vlv_Ctrl,control:NumericWritable,100.00",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Outputs,Ex_Fan_CMD,control:BooleanWritable,false",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Outputs,Econ_Cntrl,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Setpoints,occupiedHeat,control:NumericWritable,70.00",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Setpoints,Unocc_Htg_SP,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Setpoints,occupiedCool,control:NumericWritable,72.00",{ok},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Setpoints,Unocc_Clg_SP,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Setpoints,BypassTime,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Setpoints,ClgStg_1_Ena_SP,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Setpoints,ClgStg_2_Ena_SP,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Setpoints,ClgStg_Offset,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Setpoints,Clg_Lockout_SP,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Setpoints,Htg_Lockout_SP,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Setpoints,Manual_Occ_Ov,control:EnumWritable,0",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Setpoints,OAT_Low_Lim_SP,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Setpoints,OAT_SysOcc_SP,control:NumericWritable,0.00",{stale},@,"def,",,,,,
"Point,BacnetNetwork,,RTU_1,,,Setpoints,OneShot,kitControl:OneShot,false","{ok},",,,,,,,
"Point,BacnetNetwork,,RTU_1,,,Setpoints,Space_Temp_SP,control:NumericWritable,75.00",{overridden},@,"8,",,,,,
