"StationName,CliftonSchools_Pkg1_Jace2"
"Type,Network,Trunk,Device,Address,DeviceType,PointFolder,PointName,PointType,Value,Status"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,Network,SetReset,kitControl:BqlExprComponent,false,{ok}"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,Network,OprModeShare,control:EnumPoint,Cool {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,Network,OptStartStop,vykonPro:OptStartStop,N/A,"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,Monitoring,EffOcc,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,Monitoring,EffSysEnable,control:BooleanPoint,true {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,Monitoring,EffSpaceSp,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,Monitoring,FilterMaintenanceAlarm,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,Monitoring,EffHeatSP,control:NumericPoint,70.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,Monitoring,EffCoolSP,control:NumericPoint,77.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,Monitoring,FrzstatLatch,control:BooleanPoint,""true {alarm,unackedAlarm}"","
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,FTR,BoysFTRZnTemp,control:NumericPoint,75.59 {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,FTR,FtrUnoccZNTSP,control:NumericWritable,60.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,FTR,FtrOccZNTSP,control:NumericWritable,70.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,FTR,FtrZNTEnHys,control:NumericWritable,3.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,FTR,Ov_FTRZnTemp,control:NumericWritable,0.00 {stale} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,FTR,FTR_VlvCmd,control:BooleanWritable,true {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,FTR,FtrZNTEnHys2,control:NumericWritable,2.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,FTR,FtrUnoccZNTSP2,control:NumericWritable,60.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,FTR,FtrOccZNTSP2,control:NumericWritable,70.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,FTR,FTR_VlvCmd2,control:BooleanWritable,true {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,FTR,Ov_FTRZnTemp2,control:NumericWritable,70.84 {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,FTR,FTRZnTemp2,control:NumericPoint,70.98 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,EF,EFanCmd,control:BooleanWritable,false {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,EF,EFanSts,control:BooleanPoint,false {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,EF,EFanCmd2,control:BooleanWritable,false {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_N307_FTR_EF,,,EF,EFan2Sts,control:BooleanPoint,false {unackedAlarm},"
"Device,BacnetNetwork,MstpTrunk1,UV_N309A_EF,1000:03,device:100003 config,,,,,"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Inputs,DaTemp,control:NumericPoint,69.76 {unackedAlarm} alarmInhibit,"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Inputs,SpaceTemp,control:NumericPoint,70.31 {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Inputs,SpaceHumidity,control:NumericPoint,34.29 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Inputs,SpaceCO2,control:NumericPoint,403.00 {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Inputs,SupplyFanSts,control:BooleanPoint,false {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Inputs,FrzStat,control:BooleanPoint,""true {alarm,unackedAlarm}"","
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Inputs,CFSAlm,control:BooleanPoint,false {unackedAlarm},"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Inputs,GpsSts,control:BooleanPoint,true {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Inputs,HighAlmSp,kitControl:NumericSwitch,77.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Inputs,Add,kitControl:Add,80.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Inputs,Subtract,kitControl:Subtract,67.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Inputs,SpaceTempAlmEnabOfst,control:NumericWritable,3.00 {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Inputs,SpaceTempAlmDsblDb,control:NumericWritable,2.00 {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Inputs,LowAlmSp,kitControl:NumericSwitch,70.00 {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Inputs,Not,kitControl:Not,true {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Inputs,DaTempHiAlmSp,control:NumericWritable,100.00 {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Inputs,DaTempLoAlmSp,control:NumericWritable,45.00 {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Inputs,DaTempAlmDsblDb,control:NumericWritable,3.00 {ok} @ 10,"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Inputs,DxCallForFan,control:BooleanPoint,true {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Outputs,SFLowSpdCmd,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Outputs,SFMedSpdCmd,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Outputs,SFHiSpdCmd,control:BooleanPoint,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Outputs,VRVEnable,control:BooleanWritable,false {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Outputs,HWVlvSig,control:NumericWritable,100.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Outputs,OaDmprCtrl,control:NumericWritable,0.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Outputs,Or,kitControl:Or,false {ok},"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Overrides,Ov_SpaceTemp,control:NumericWritable,+inf {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Overrides,Ov_FanCmd,control:EnumWritable,Auto {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Setpoints,DaTempSP,control:NumericWritable,100.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Setpoints,MinDaTempSP,control:NumericWritable,72.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Setpoints,CO2LowLvlSP,control:NumericWritable,400.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Setpoints,CO2HiLvlSP,control:NumericWritable,1000.00 {ok} @ def,"
"Point,BacnetNetwork,MstpTrunk1,UV_N309A_EF,,,Setpoints,OccClgSP,control:NumericWritable,72.00 {ok} @ def,"
